cluster_id,signal_id,user,period,malicious,rules,n_samples,n_variants,representative_text,evidence_facts,context_facts,suggested_label,suggested_rationale,suggestion_conflict,label,notes
46d1c032687e_s003,46d1c032687e,EJS1338,2010-W40,no,R2,1,1,"This anomaly suggests that Schmidt may have been copying a larger-than-usual number of files to removable media, potentially indicating a change in their workflow or data transfer habits.",F001 files copied to removable media=10 [own~1.50 max14],F002 removable device connections=3 [own~4.50 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=28 [own~16 max28] ; F005 distinct workstations used=1 [own~2 max4] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
48ccda2c802b_s002,48ccda2c802b,BQK2024,2011-W18,no,R4,10,13,"The main evidence for this is her unusually high number of visits to job-search sites, with 82 visits this week, compared to her typical range of 23.50 and the peer range of 9.",F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
48ccda2c802b_s001,48ccda2c802b,BQK2024,2011-W18,no,R4,9,9,"Barbara Quin Kerr, a Mechanical Engineer in the Test and Evaluation team, has triggered a detection rule for her browsing behavior.",F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s003,48ccda2c802b,BQK2024,2011-W18,no,R4,2,2,This suggests that her browsing behavior is atypical for her role and may warrant further investigation.,F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s005,48ccda2c802b,BQK2024,2011-W18,no,R4,2,2,This suggests that she may be looking for a new job opportunity or seeking to publish her work outside of the typical channels.,F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
48ccda2c802b_s009,48ccda2c802b,BQK2024,2011-W18,no,R4,2,2,"The only triggered detection rule is R4, which flags browsing to job-search or leak-publication sites atypical for the role.",F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s004,48ccda2c802b,BQK2024,2011-W18,no,R4,1,1,This increase in job searching activity is the primary evidence for the triggered rules.,F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s006,48ccda2c802b,BQK2024,2011-W18,no,R4,1,1,This anomaly is the main evidence for the triggered detection rule.,F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s007,48ccda2c802b,BQK2024,2011-W18,no,R4,1,1,The fact that she did not visit leak-publication sites or cloud-storage sites during this period suggests that this behavior is not related to a desire to share sensitive information or store it remotely.,F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s008,48ccda2c802b,BQK2024,2011-W18,no,R4,1,1,"This is also above the typical range for peers in the same role, which is 9 visits among 268 peers.",F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
48ccda2c802b_s010,48ccda2c802b,BQK2024,2011-W18,no,R4,1,1,"This suggests that she may be seeking new employment opportunities, which is not typical for a Mechanical Engineer in her role.",F001 visits to job-search sites=82 [own~23.50 max43] [peer~9 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~0 max2] [peer~1 n268] ; F004 distinct web domains visited=60 [own~74.50 max82] [peer~62.50 n268] ; F005 distinct workstations used=3 [own~2.50 max5] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
526ddf572cfc_s002,526ddf572cfc,JVZ3437,2011-W04,no,R5,8,8,"Specifically, his file operations reached 12, which is well above his typical range of 2.50 and also far outside the range of 1 seen among his peers this week.",F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
526ddf572cfc_s003,526ddf572cfc,JVZ3437,2011-W04,no,R5,5,5,"This suggests that JVZ3437's activity was unusually high, and further investigation is warranted to understand the nature of this increased activity.",F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
526ddf572cfc_s005,526ddf572cfc,JVZ3437,2011-W04,no,R5,4,4,"Jasper Vernon Zamora, a salesman in the Regional Sales team, had a week that triggered a detection rule due to his unusually high file operations volume.",F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
526ddf572cfc_s001,526ddf572cfc,JVZ3437,2011-W04,no,R5,3,3,The UEBA system flagged this week for JVZ3437 due to his overall activity volume being significantly higher than his same-role peers.,F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Misweighted,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",,grounded,
526ddf572cfc_s006,526ddf572cfc,JVZ3437,2011-W04,no,R5,2,2,"This suggests that Jasper's activity this week was significantly higher than usual, warranting further investigation to understand the cause and potential impact.",F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
526ddf572cfc_s007,526ddf572cfc,JVZ3437,2011-W04,no,R5,2,2,This anomaly is the primary reason for the triggered detection rules.,F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
526ddf572cfc_s004,526ddf572cfc,JVZ3437,2011-W04,no,R5,1,1,"This week's activity for JVZ3437, a salesman in the RegionalSales team, has triggered rule R5 due to overall activity volume far outside the same-role peer distribution.",F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,Misweighted,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",,grounded,
526ddf572cfc_s008,526ddf572cfc,JVZ3437,2011-W04,no,R5,1,1,"This is concerning because their usual volume is only 2.50, and this week's activity is far above their own recent typical and the peer average among same-role peers (328 peers in this role).",F001 file operations=12 [own~2.50 max7] [peer~1 n328],F002 logon events=5 [own~5 max5] [peer~5 n328] ; F003 web requests=810 [own~810 max810] [peer~810 n328] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n328] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
